This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 201810 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on OP.

The portfolios are constructed at the end of June.  OP, operating profitability, is
operating profits (sales minus cost of goods sold, minus selling, general, and,
administrative expenses, minus interest expense) divided by book equity 
at the last fiscal year end of the prior calendar year.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Returns -- Monthly
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
198912,   -1.80,    0.28,   -0.02,   -2.07,   -0.45,    0.59,    0.24,   -0.14,   -2.66,   -0.38,   -0.55,   -0.33,    1.41,   -0.28,    0.27,    0.21,   -0.74,    0.40
199001,   -3.98,   -6.75,   -7.88,   -3.54,   -6.38,   -6.39,   -7.39,   -8.08,   -3.36,   -4.08,   -5.95,   -6.90,   -6.23,   -6.56,   -7.29,   -7.48,   -7.98,   -8.18
199002,    2.15,    2.11,    2.38,    2.18,    2.10,    2.03,    1.46,    3.19,    2.33,    1.76,    1.99,    2.23,    2.37,    1.67,    2.14,    0.84,    2.20,    4.09
199003,    3.10,    3.41,    3.20,    3.03,    2.94,    3.74,    3.15,    3.54,    3.17,    2.63,    3.42,    2.36,    3.28,    4.23,    3.80,    2.55,    2.77,    4.24
199004,   -2.14,   -2.67,   -2.11,   -1.95,   -2.66,   -2.78,   -2.27,   -2.32,   -1.39,   -3.48,   -3.02,   -2.22,   -3.10,   -2.44,   -2.90,   -1.69,   -2.82,   -1.86
199005,    4.49,    6.05,    7.11,    4.43,    5.30,    5.55,    6.68,    7.52,    4.23,    4.98,    4.75,    5.98,    4.98,    6.16,    7.06,    6.34,    6.34,    8.62
199006,    1.70,    0.94,   -0.51,    1.74,    1.14,    0.89,    0.14,   -0.28,    2.31,    0.19,    1.55,    0.64,   -0.09,    1.91,    1.30,   -0.96,   -1.52,    0.88
199007,   -2.19,   -2.84,   -3.33,   -2.18,   -2.14,   -3.31,   -2.40,   -3.82,   -2.07,   -2.50,   -2.24,   -2.01,   -3.31,   -3.29,   -2.60,   -2.19,   -3.97,   -3.70
199008,  -11.41,  -11.13,  -13.51,  -11.62,  -10.18,  -10.96,  -13.07,  -13.43,  -11.91,  -10.80,  -10.40,   -9.85,  -10.95,  -10.97,  -12.49,  -13.69,  -12.96,  -13.78
199009,   -7.43,   -7.20,   -9.58,   -7.64,   -6.27,   -7.52,   -8.19,   -9.88,   -7.75,   -7.32,   -6.47,   -5.99,   -6.65,   -8.41,   -7.54,   -8.89,   -9.35,  -10.27
199010,   -6.50,   -4.68,   -5.16,   -6.81,   -4.88,   -4.43,   -4.78,   -5.52,   -6.97,   -6.36,   -5.06,   -4.64,   -4.54,   -4.32,   -5.20,   -4.33,   -5.76,   -5.34
199011,    1.92,    6.06,    7.26,    1.42,    4.41,    6.03,    7.41,    7.13,    0.90,    2.85,    4.28,    4.59,    5.26,    6.83,    7.27,    7.55,    7.49,    6.86
199012,   -1.89,    2.60,    3.55,   -2.23,    0.38,    3.07,    3.09,    3.54,   -3.11,    0.24,   -0.33,    1.37,    2.74,    3.41,    2.63,    3.59,    5.05,    2.41
199101,    9.59,    8.30,    9.69,   10.25,    6.16,    9.10,    9.31,    9.64,   10.81,    8.70,    6.57,    5.59,    9.69,    8.50,    8.84,    9.82,   10.21,    9.21
199102,   14.69,   10.81,   12.19,   15.20,   12.14,    9.96,   11.96,   12.17,   16.37,   12.01,   12.40,   11.77,    9.99,    9.93,   11.72,   12.23,   10.47,   13.45
199103,    9.73,    5.91,    7.69,   10.31,    6.36,    6.29,    6.48,    7.84,   11.23,    7.82,    7.16,    5.23,    6.09,    6.50,    5.68,    7.35,    6.86,    8.58
199104,    4.73,    1.71,    1.97,    5.03,    2.78,    1.62,    1.43,    2.30,    6.06,    2.30,    3.36,    1.96,    2.06,    1.17,    1.67,    1.18,    2.69,    2.00
199105,    2.72,    3.11,    4.72,    2.47,    3.07,    2.95,    4.34,    4.85,    2.52,    2.34,    3.83,    2.01,    2.96,    2.93,    4.29,    4.40,    4.55,    5.09
199106,   -3.40,   -3.87,   -3.95,   -3.36,   -3.28,   -4.25,   -4.03,   -3.86,   -2.99,   -4.32,   -3.58,   -2.86,   -3.97,   -4.53,   -3.91,   -4.17,   -3.33,   -4.27
199107,    4.05,    3.25,    3.96,    4.06,    3.76,    3.48,    3.37,    3.87,    3.16,    6.45,    4.01,    3.47,    2.50,    4.34,    2.49,    4.16,    4.31,    3.49
199108,    3.78,    2.57,    3.60,    3.82,    3.15,    2.57,    2.45,    4.12,    4.27,    2.63,    3.63,    2.59,    2.16,    2.93,    2.56,    2.35,    4.45,    3.82
199109,    1.44,    0.74,   -0.02,    1.69,    0.43,    0.71,   -0.01,    0.34,    2.27,    0.17,    0.30,    0.58,    0.49,    0.91,    0.96,   -0.88,    0.46,    0.23
199110,    3.65,    2.52,    1.61,    3.82,    2.89,    2.84,    2.21,    1.08,    4.21,    2.76,    2.89,    2.89,    2.08,    3.49,    1.45,    2.89,    2.35,   -0.04
199111,   -1.76,   -2.84,   -3.95,   -1.42,   -2.50,   -3.50,   -3.70,   -3.67,   -1.03,   -2.44,   -3.28,   -1.58,   -3.26,   -3.71,   -2.68,   -4.62,   -4.24,   -3.16
199112,    1.96,    6.44,    7.81,    1.46,    5.02,    6.18,    7.76,    7.69,    0.30,    4.44,    4.16,    6.05,    5.95,    6.39,    7.41,    8.08,    8.45,    7.03
199201,   21.99,    8.40,   10.41,   24.68,    8.83,    8.69,    9.45,   10.68,   28.81,   14.12,   10.30,    7.09,    8.19,    9.12,    9.12,    9.74,    9.53,   11.70
199202,    6.15,    3.99,    4.66,    6.40,    4.27,    4.18,    3.89,    5.14,    6.61,    5.85,    5.09,    3.30,    4.35,    4.04,    4.30,    3.52,    3.41,    6.66
199203,   -0.41,   -1.36,   -2.68,   -0.19,   -1.03,   -1.39,   -2.37,   -2.69,    0.46,   -1.83,   -1.37,   -0.64,   -0.62,   -2.06,   -2.02,   -2.68,   -2.74,   -2.64
199204,   -5.32,   -1.78,   -3.08,   -5.74,   -2.80,   -1.71,   -1.48,   -3.85,   -6.47,   -3.92,   -3.54,   -1.92,   -1.75,   -1.68,   -1.77,   -1.22,   -2.26,   -5.25
199205,    0.57,    0.46,   -0.06,    0.47,    1.26,    0.24,   -0.12,   -0.08,    0.12,    1.31,    0.99,    1.58,   -0.38,    0.78,   -0.24,   -0.01,    1.08,   -1.10
199206,   -5.20,   -3.08,   -4.57,   -5.39,   -3.53,   -2.86,   -4.25,   -4.66,   -5.51,   -5.12,   -4.39,   -2.51,   -2.58,   -3.11,   -4.14,   -4.35,   -4.37,   -4.90
199207,    1.45,    2.96,    3.75,    0.94,    3.31,    2.61,    3.42,    4.04,    0.82,    1.17,    3.74,    2.84,    2.96,    2.28,    3.76,    3.11,    4.88,    3.42
199208,   -3.88,   -2.01,   -1.74,   -4.00,   -2.73,   -1.56,   -1.39,   -2.49,   -4.76,   -2.48,   -3.34,   -2.06,   -1.11,   -1.99,   -2.82,   -0.10,   -2.30,   -2.64
199209,    0.30,    2.27,    1.69,    0.20,    1.61,    2.25,    1.49,    1.99,    0.40,   -0.19,    0.72,    2.58,    1.42,    3.05,    2.01,    1.02,    1.78,    2.15
199210,    2.23,    1.85,    3.13,    1.93,    2.25,    1.81,    2.57,    3.53,    1.73,    2.32,    3.55,    0.85,    1.46,    2.14,    2.92,    2.25,    4.02,    3.17
199211,    8.08,    6.44,    8.02,    8.00,    6.89,    6.38,    7.67,    8.19,    8.42,    7.19,    8.40,    5.26,    6.27,    6.48,    7.71,    7.63,    8.31,    8.10
199212,    3.69,    3.75,    3.26,    3.90,    3.29,    3.92,    3.24,    3.33,    3.63,    4.41,    2.82,    3.81,    3.88,    3.96,    3.36,    3.13,    2.40,    4.01
199301,    7.84,    4.37,    5.39,    8.37,    6.02,    3.91,    3.92,    5.77,    9.57,    6.06,    5.60,    6.47,    3.03,    4.75,    3.23,    4.55,    5.47,    6.00
199302,   -1.66,   -0.82,   -2.23,   -1.84,   -0.61,   -0.71,   -1.55,   -2.54,   -2.86,    0.13,   -0.91,   -0.29,   -0.14,   -1.26,   -1.55,   -1.55,   -1.85,   -3.05
199303,    2.70,    2.73,    2.43,    2.39,    3.26,    2.75,    2.49,    2.61,    2.05,    3.02,    4.04,    2.41,    3.18,    2.33,    2.99,    2.03,    2.48,    2.70
199304,   -1.39,   -2.43,   -3.55,   -1.40,   -1.65,   -2.35,   -3.24,   -3.61,   -1.38,   -1.42,   -1.38,   -1.95,   -1.47,   -3.20,   -3.03,   -3.42,   -4.11,   -3.23
199305,    5.86,    3.93,    3.48,    6.25,    4.17,    3.44,    3.77,    3.73,    7.06,    4.72,    4.21,    4.12,    3.68,    3.21,    4.70,    2.93,    3.79,    3.68
199306,    2.22,    0.39,    0.74,    2.59,    0.33,    0.83,    0.15,    0.91,    3.14,    1.57,    0.68,   -0.05,    1.15,    0.53,   -0.09,    0.36,    0.73,    1.04
199307,    0.72,    1.20,   -0.03,    0.52,    1.76,    1.65,   -0.32,    0.06,    0.26,    1.11,    1.67,    1.85,    1.80,    1.47,   -0.35,   -0.29,   -0.20,    0.29
199308,    4.55,    3.92,    3.98,    4.69,    3.76,    4.08,    3.74,    4.14,    5.33,    3.28,    3.91,    3.60,    4.06,    4.10,    3.89,    3.57,    4.38,    3.94
199309,    2.89,    2.21,    2.33,    2.98,    2.67,    2.16,    1.81,    2.48,    3.19,    2.50,    2.51,    2.85,    2.38,    1.88,    1.72,    1.92,    2.49,    2.48
199310,    4.83,    2.50,    4.06,    5.28,    2.54,    2.65,    3.26,    3.95,    5.70,    4.38,    2.74,    2.32,    2.01,    3.45,    2.34,    4.34,    3.00,    4.77
199311,   -2.83,   -1.67,   -2.04,   -3.23,   -1.98,   -1.32,   -1.71,   -1.91,   -3.78,   -2.02,   -0.99,   -3.05,   -0.70,   -2.11,   -1.14,   -2.39,   -1.88,   -1.93
199312,   -0.41,    2.57,    2.33,   -1.15,    2.95,    2.76,    2.22,    2.23,   -1.82,    0.32,    3.02,    2.88,    2.72,    2.80,    1.87,    2.62,    2.50,    1.99
199401,    6.95,    3.13,    3.65,    7.37,    4.40,    3.13,    3.16,    3.58,    7.90,    6.21,    5.01,    3.74,    3.03,    3.24,    2.57,    3.84,    3.70,    3.49
199402,   -1.23,    0.40,   -0.41,   -1.19,   -0.56,    0.58,   -0.10,   -0.46,   -1.58,   -0.33,   -1.41,    0.36,    1.36,   -0.41,    0.05,   -0.27,   -0.44,   -0.47
199403,   -4.69,   -4.19,   -4.95,   -4.72,   -4.34,   -4.41,   -4.05,   -5.20,   -5.34,   -3.36,   -4.58,   -4.07,   -4.87,   -3.83,   -3.86,   -4.27,   -5.30,   -5.11
199404,   -2.68,   -0.09,   -0.35,   -3.29,    0.34,   -0.37,   -0.46,   -0.18,   -4.23,   -1.24,    0.06,    0.64,    0.09,   -0.96,   -0.15,   -0.81,    0.24,   -0.53
199405,   -0.59,   -0.34,   -0.11,   -0.46,   -0.96,   -0.61,    0.67,   -0.45,   -0.52,   -0.33,   -1.18,   -0.71,   -1.29,    0.24,    0.55,    0.82,    0.09,   -0.92
199406,   -4.20,   -2.25,   -3.23,   -4.49,   -2.47,   -2.00,   -2.78,   -3.49,   -5.39,   -2.58,   -2.91,   -1.99,   -1.84,   -2.21,   -2.98,   -2.54,   -2.74,   -4.14
199407,    1.11,    1.75,    1.82,    0.98,    1.61,    1.85,    2.03,    1.64,    0.53,    2.07,    1.71,    1.52,    2.06,    1.65,    1.85,    2.21,    2.05,    1.32
199408,    3.58,    4.07,    4.72,    3.31,    4.25,    3.86,    4.57,    4.95,    3.13,    3.74,    4.79,    3.77,    3.15,    4.56,    4.89,    4.23,    3.90,    5.76
199409,    1.14,    0.48,    0.33,    1.13,    1.46,    0.12,   -0.05,    0.37,    1.05,    1.31,    1.19,    1.69,    0.11,    0.12,   -0.33,    0.23,    0.08,    0.61
199410,   -0.38,    0.51,    0.83,   -0.75,    1.00,    0.40,    0.24,    1.14,   -0.94,   -0.29,    1.19,    0.84,   -0.05,    0.84,    0.32,    0.15,   -0.04,    2.06
199411,   -4.64,   -3.26,   -3.89,   -4.83,   -3.36,   -2.90,   -4.05,   -3.96,   -5.23,   -3.89,   -3.81,   -2.98,   -2.55,   -3.24,   -4.34,   -3.75,   -3.82,   -4.07
199412,   -3.41,    0.40,   -0.34,   -4.17,    0.22,    0.13,    0.67,   -0.75,   -5.73,   -0.49,   -0.13,    0.53,    0.13,    0.12,    0.77,    0.56,   -0.74,   -0.75
199501,    4.32,    2.19,    2.73,    4.71,    2.73,    1.49,    2.48,    3.01,    5.33,    3.27,    2.65,    2.80,    1.22,    1.75,    2.83,    2.12,    1.76,    3.99
199502,    2.63,    3.73,    3.78,    2.36,    3.55,    3.78,    4.13,    3.59,    2.27,    2.58,    3.77,    3.36,    3.79,    3.77,    4.09,    4.18,    4.07,    3.22
199503,    1.79,    1.44,    1.93,    1.82,    1.13,    1.76,    1.86,    1.94,    1.56,    2.42,    1.66,    0.66,    1.73,    1.79,    1.82,    1.90,    2.43,    1.56
199504,    2.71,    2.14,    2.11,    2.72,    2.60,    1.91,    2.26,    1.95,    2.59,    3.02,    2.65,    2.56,    1.99,    1.82,    2.08,    2.44,    2.21,    1.76
199505,    2.03,    1.84,    2.31,    1.78,    1.83,    2.12,    2.23,    2.55,    1.78,    1.79,    3.06,    0.77,    1.85,    2.39,    2.65,    1.80,    2.17,    2.86
199506,    6.71,    4.23,    4.42,    7.22,    4.85,    3.88,    4.00,    4.53,    8.25,    4.89,    4.55,    5.11,    3.43,    4.32,    3.82,    4.19,    3.62,    5.26
199507,    5.73,    5.56,    6.85,    6.00,    5.05,    5.34,    5.93,    7.37,    6.55,    4.66,    4.63,    5.53,    5.33,    5.36,    6.04,    5.82,    6.36,    8.25
199508,    4.73,    2.16,    2.53,    5.02,    2.39,    2.72,    2.09,    2.82,    5.80,    3.16,    3.54,    1.05,    2.45,    3.00,    2.23,    1.95,    3.10,    2.58
199509,    3.20,    2.20,    2.53,    3.48,    2.50,    1.83,    2.62,    2.23,    3.71,    2.91,    2.09,    2.97,    1.85,    1.81,    2.10,    3.12,    2.83,    1.71
199510,   -5.60,   -3.45,   -3.54,   -6.03,   -3.79,   -3.64,   -3.00,   -3.71,   -6.48,   -4.95,   -3.89,   -3.68,   -4.32,   -2.96,   -2.78,   -3.21,   -2.31,   -4.94
199511,    0.45,    2.82,    3.17,    0.14,    2.19,    3.04,    2.98,    2.96,   -1.01,    2.85,    1.68,    2.79,    3.03,    3.05,    2.37,    3.57,    3.64,    2.37
199512,    0.45,    0.94,    0.27,    0.26,    1.31,    0.54,    1.27,   -0.25,    0.59,   -0.52,    1.23,    1.40,    0.90,    0.17,    1.27,    1.27,    0.91,   -1.25
199601,    4.74,    1.31,    0.95,    5.48,    2.07,    1.03,    0.99,    0.75,    6.99,    1.91,    1.76,    2.44,    1.06,    1.00,    0.64,    1.33,    0.66,    0.83
199602,    4.64,    2.63,    3.39,    5.15,    2.52,    2.59,    2.94,    3.63,    5.78,    3.66,    2.60,    2.43,    2.15,    3.03,    2.95,    2.94,    3.36,    3.86
199603,    2.81,    2.77,    2.77,    2.74,    3.00,    2.48,    3.18,    2.59,    2.61,    3.04,    3.08,    2.90,    2.32,    2.64,    3.25,    3.11,    2.65,    2.54
199604,    7.07,    4.81,    5.61,    7.40,    5.34,    4.19,    5.21,    6.25,    7.44,    7.31,    5.75,    4.86,    4.14,    4.23,    6.08,    4.37,    5.85,    6.60
199605,    9.11,    4.90,    4.58,   10.12,    6.00,    4.18,    3.82,    5.04,   11.24,    7.46,    5.09,    7.09,    4.24,    4.11,    3.94,    3.71,    4.78,    5.26
199606,   -4.38,   -1.89,   -2.53,   -4.54,   -2.88,   -2.04,   -1.58,   -3.05,   -5.21,   -2.96,   -3.77,   -1.83,   -2.09,   -1.98,   -1.64,   -1.53,   -2.42,   -3.62
199607,  -10.14,   -6.23,   -7.48,  -10.74,   -6.94,   -6.02,   -6.39,   -7.96,  -12.58,   -6.27,   -7.28,   -6.52,   -5.93,   -6.12,   -6.38,   -6.41,   -7.64,   -8.24
199608,    4.28,    4.97,    5.17,    4.28,    4.63,    5.24,    4.64,    5.20,    4.14,    4.62,    4.25,    5.10,    4.81,    5.72,    4.21,    5.10,    4.47,    5.82
199609,    2.27,    3.58,    3.78,    2.07,    2.89,    3.65,    4.19,    3.81,    1.73,    2.90,    3.23,    2.49,    3.37,    3.96,    4.64,    3.71,    3.81,    3.81
199610,   -3.61,   -0.07,   -0.85,   -4.21,   -0.50,   -0.07,    0.03,   -1.24,   -5.75,   -0.45,   -0.74,   -0.21,   -0.26,    0.13,    0.08,   -0.02,   -0.49,   -1.86
199611,    1.04,    4.49,    4.31,    0.65,    3.34,    4.72,    4.68,    4.10,   -0.63,    3.77,    2.87,    3.92,    4.80,    4.64,    4.60,    4.77,    5.91,    2.57
199612,   -2.21,    1.15,    0.88,   -2.81,    0.92,    1.12,    0.86,    1.01,   -3.84,   -0.30,    0.65,    1.25,    1.39,    0.80,    1.12,    0.58,    1.25,    0.80
199701,    8.68,    4.25,    4.44,    9.25,    5.73,    3.55,    4.20,    4.72,   10.96,    5.12,    5.99,    5.40,    3.43,    3.69,    4.54,    3.83,    4.43,    4.97
199702,   -2.04,   -0.29,   -1.24,   -2.28,   -0.68,   -0.39,   -0.40,   -1.42,   -2.74,   -1.16,   -0.92,   -0.39,   -0.34,   -0.44,    0.03,   -0.86,   -0.68,   -2.03
199703,   -6.34,   -3.21,   -4.02,   -6.75,   -4.02,   -2.83,   -3.64,   -4.24,   -7.90,   -3.99,   -4.46,   -3.48,   -2.75,   -2.92,   -3.75,   -3.52,   -4.13,   -4.34
199704,   -3.37,   -0.63,    0.14,   -3.90,   -0.86,   -0.81,    0.86,   -0.64,   -4.72,   -1.94,   -0.94,   -0.77,   -0.91,   -0.70,   -0.07,    1.83,    0.69,   -1.76
199705,    8.91,    8.85,   10.27,    8.70,    9.53,    8.90,    8.99,   10.62,    8.28,    9.68,    9.90,    9.07,    9.78,    7.90,    8.48,    9.52,   10.07,   11.08
199706,    3.78,    4.99,    4.74,    3.42,    5.25,    4.97,    5.28,    4.35,    2.95,    4.55,    5.42,    5.04,    5.20,    4.70,    4.97,    5.60,    4.54,    4.19
199707,    4.43,    5.79,    6.45,    3.98,    5.92,    6.17,    6.82,    5.76,    3.44,    5.51,    6.57,    5.15,    6.09,    6.28,    5.77,    7.98,    6.58,    4.99
199708,    4.35,    2.26,    2.37,    4.45,    3.39,    1.93,    2.27,    2.39,    4.57,    4.13,    3.83,    2.86,    2.04,    1.80,    2.21,    2.33,    1.71,    3.02
199709,    9.07,    7.97,    7.51,    9.09,    9.02,    7.69,    7.44,    7.40,    9.44,    8.12,    8.95,    9.11,    7.80,    7.57,    7.16,    7.74,    7.12,    7.67
199710,   -2.01,   -1.65,   -2.75,   -1.99,   -1.89,   -1.64,   -2.21,   -2.76,   -1.78,   -2.58,   -2.10,   -1.63,   -1.82,   -1.43,   -1.72,   -2.74,   -2.09,   -3.37
199711,   -3.72,    0.47,   -0.08,   -4.41,   -0.29,    0.69,    0.74,   -0.48,   -5.52,   -1.29,   -0.47,   -0.07,    0.17,    1.32,    0.68,    0.80,   -0.32,   -0.63
199712,   -6.16,    1.37,    0.17,   -7.42,    0.33,    1.85,    1.60,   -0.90,   -9.50,   -1.61,   -0.25,    1.04,    1.49,    2.28,    0.78,    2.50,    0.00,   -1.73
199801,    2.72,   -0.85,    0.16,    3.24,    0.04,   -1.26,   -0.94,    0.76,    4.25,    0.44,    0.27,   -0.25,   -1.43,   -1.06,   -0.73,   -1.16,    0.39,    1.10
199802,    6.18,    6.50,    7.44,    6.03,    6.79,    6.28,    7.40,    7.15,    5.66,    7.05,    6.92,    6.64,    6.07,    6.54,    6.78,    8.07,    7.62,    6.72
199803,    5.29,    4.91,    3.87,    5.67,    4.16,    4.61,    4.56,    4.03,    5.86,    5.13,    3.51,    4.94,    4.28,    5.00,    5.50,    3.53,    4.16,    3.91
199804,    3.02,    2.37,    1.73,    3.09,    3.25,    2.01,    1.34,    1.87,    3.40,    2.22,    2.69,    3.93,    1.81,    2.23,    1.24,    1.44,    2.13,    1.61
199805,   -4.46,   -4.10,   -5.16,   -4.65,   -3.61,   -3.90,   -4.30,   -5.91,   -5.17,   -3.21,   -3.57,   -3.66,   -3.92,   -3.88,   -5.04,   -3.50,   -4.69,   -7.06
199806,   -3.70,   -1.70,   -0.82,   -3.95,   -2.34,   -1.77,   -0.79,   -0.95,   -4.81,   -1.59,   -2.51,   -2.14,   -2.06,   -1.42,   -1.02,   -0.54,   -0.59,   -1.28
199807,   -5.90,   -6.02,   -5.48,   -5.86,   -6.07,   -6.11,   -6.04,   -5.10,   -5.68,   -6.43,   -6.19,   -5.96,   -6.35,   -5.86,   -5.87,   -6.23,   -7.19,   -3.12
199808,  -21.83,  -17.41,  -18.98,  -22.54,  -17.50,  -17.25,  -18.07,  -19.33,  -23.57,  -19.19,  -17.69,  -17.32,  -17.02,  -17.51,  -17.87,  -18.30,  -19.46,  -19.20
199809,    3.89,    4.23,    3.54,    3.97,    4.10,    4.16,    4.17,    2.97,    3.85,    4.36,    3.43,    4.73,    5.12,    3.14,    3.71,    4.68,    3.24,    2.72
199810,    2.82,    4.67,    5.70,    2.72,    3.84,    4.81,    5.24,    5.70,    2.61,    3.10,    3.35,    4.30,    5.21,    4.39,    4.85,    5.68,    7.37,    4.11
199811,   10.38,    4.94,    5.94,   11.10,    5.65,    5.22,    4.80,    6.14,   12.27,    7.42,    6.23,    5.11,    5.10,    5.34,    4.13,    5.54,    4.80,    7.44
199812,    2.34,    2.68,    3.52,    2.48,    1.88,    2.76,    3.30,    3.56,    2.21,    3.31,    1.58,    2.15,    3.94,    1.50,    3.19,    3.42,    2.62,    4.46
199901,   10.81,    1.57,    3.42,   12.28,    1.61,    1.79,    2.95,    3.18,   14.81,    4.41,    2.48,    0.81,    1.58,    2.00,    2.09,    3.90,    1.61,    4.69
199902,   -5.05,   -4.77,   -5.47,   -4.86,   -5.43,   -5.11,   -4.50,   -5.71,   -4.71,   -5.29,   -6.13,   -4.79,   -4.96,   -5.28,   -4.05,   -5.00,   -4.87,   -6.52
199903,   -1.44,   -1.83,   -0.62,   -1.22,   -2.00,   -2.71,   -0.48,   -0.80,   -1.30,   -0.96,   -2.72,   -1.33,   -2.13,   -3.34,   -0.67,   -0.26,    0.25,   -1.82
199904,    8.62,    8.35,    9.00,    8.64,    7.79,    8.25,    9.70,    8.85,    8.88,    7.93,    8.49,    7.14,    7.48,    9.06,   10.06,    9.29,    9.57,    8.15
199905,    4.49,    3.16,    2.58,    4.57,    4.07,    2.56,    3.32,    2.18,    4.51,    4.74,    4.10,    4.05,    2.47,    2.65,    3.27,    3.37,    2.27,    2.10
199906,    4.01,    4.21,    3.83,    4.04,    3.51,    4.50,    4.59,    3.63,    4.04,    4.03,    3.87,    3.18,    4.88,    4.10,    4.91,    4.24,    4.95,    2.34
199907,    1.92,   -0.64,   -0.44,    2.36,   -0.21,   -0.59,   -0.95,   -0.38,    2.63,    1.70,   -0.17,   -0.26,   -0.73,   -0.43,   -1.30,   -0.58,   -0.20,   -0.56
199908,   -3.11,   -3.50,   -4.05,   -3.05,   -3.18,   -4.07,   -3.77,   -3.75,   -3.13,   -2.83,   -3.41,   -2.95,   -3.93,   -4.22,   -2.95,   -4.65,   -3.80,   -3.70
199909,   -1.38,   -2.29,   -2.55,   -1.18,   -1.80,   -2.62,   -3.18,   -2.12,   -0.10,   -3.85,   -2.31,   -1.26,   -2.22,   -3.06,   -2.95,   -3.42,   -0.88,   -3.46
199910,    0.08,   -0.80,   -0.71,    0.32,   -1.26,   -0.27,   -0.18,   -1.45,    0.69,   -0.58,   -1.04,   -1.49,    0.10,   -0.67,   -1.07,    0.76,   -0.69,   -2.25
199911,   13.67,    3.56,    5.11,   15.41,    5.05,    3.08,    3.58,    5.82,   19.01,    6.54,    5.66,    4.43,    3.51,    2.62,    3.49,    3.67,    5.52,    6.15
199912,   12.28,    3.24,    5.35,   13.98,    4.54,    2.79,    3.19,    6.02,   17.12,    6.26,    4.49,    4.59,    2.70,    2.89,    2.42,    4.00,    5.22,    6.87
200001,   11.53,   -0.51,   -2.19,   13.46,    1.86,   -1.10,   -2.35,   -1.58,   17.19,    4.33,    2.60,    1.11,   -0.97,   -1.25,   -1.35,   -3.41,   -2.69,   -0.41
200002,   21.86,    3.77,    2.43,   24.96,    6.86,    3.78,    1.47,    2.37,   30.95,   10.30,    7.54,    6.17,    2.66,    5.00,    0.43,    2.57,    2.38,    2.35
200003,   -1.78,    4.29,    5.49,   -2.77,    2.74,    4.26,    6.11,    5.44,   -4.18,    0.68,    2.84,    2.63,    4.16,    4.37,    6.61,    5.57,    6.46,    4.37
200004,  -12.61,   -1.92,   -3.90,  -14.37,   -4.03,   -1.23,   -1.91,   -4.49,  -17.74,   -6.11,   -4.41,   -3.64,   -0.63,   -1.87,   -1.16,   -2.70,   -4.34,   -4.66
200005,   -8.21,   -1.96,   -2.73,   -9.16,   -2.73,   -2.57,   -1.11,   -3.41,  -11.11,   -4.40,   -3.76,   -1.70,   -2.48,   -2.66,   -0.89,   -1.34,   -4.65,   -2.09
200006,   10.78,    3.09,    2.86,   11.84,    5.70,    2.41,    1.51,    3.47,   14.20,    6.02,    5.87,    5.52,    2.86,    1.92,    1.37,    1.66,    2.54,    4.45
200007,   -4.52,    1.10,    0.94,   -5.41,    0.21,    1.34,    1.91,    0.44,   -6.90,   -0.88,    0.32,    0.11,    0.78,    1.99,    1.97,    1.85,    1.09,   -0.28
200008,    6.95,    5.69,    6.34,    7.12,    6.27,    5.60,    4.93,    7.00,    7.38,    6.34,    6.02,    6.52,    5.00,    6.30,    4.69,    5.16,    8.12,    5.75
